longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.44,36.51,52,2725,611.0,4091,266,11.4123,500001,INLAND
-114.9,35.13,25,3623,904.0,2088,1038,4.9331,284400,<1H OCEAN
-118.55,38.13,14,2219,274.0,2910,248,3.1448,184356,<1H OCEAN
-120.42,41.17,11,4790,1133.0,4320,1540,0.9703,135904,<1H OCEAN
-117.87,34.5,35,5925,1190.0,1904,490,4.19,197991,INLAND
-119.72,38.42,41,7176,1769.0,4733,692,9.4357,500001,NEAR BAY
-118.84,38.5,14,7794,1406.0,544,664,3.5223,210047,NEAR OCEAN
-114.89,39.46,30,5358,1233.0,3232,1197,4.4179,241300,<1H OCEAN
-120.44,33.75,41,6936,888.0,1834,1019,1.3362,190481,<1H OCEAN
-114.69,39.3,4,4482,733.0,3560,218,3.148,151271,INLAND
-115.25,41.14,4,3867,497.0,3836,284,9.1632,436016,NEAR BAY
-122.34,34.21,28,3871,955.0,4180,97,2.4246,269086,<1H OCEAN
-123.61,34.76,8,3001,678.0,1048,645,6.773,417867,<1H OCEAN
-123.29,41.73,2,6173,1424.0,4519,365,1.2697,160487,INLAND
-124.12,34.22,41,6436,1557.0,1501,700,3.9142,263043,NEAR BAY
-123.36,40.62,46,285,37.0,1801,850,2.5847,257922,<1H OCEAN
-117.47,37.18,22,3315,563.0,2330,903,6.5926,382881,<1H OCEAN
-123.59,34.85,41,4432,572.0,4850,1462,7.6107,455431,<1H OCEAN
-121.11,40.77,16,2668,393.0,4708,329,3.5721,303378,<1H OCEAN
-115.85,36.73,29,6417,961.0,2984,1655,3.7466,220558,INLAND
-124.07,37.39,49,3819,691.0,3784,386,11.0186,500001,INLAND
-116.16,35.91,48,1836,284.0,3396,285,6.1304,268571,INLAND
-121.48,38.13,30,3783,503.0,1923,1037,1.4366,247068,<1H OCEAN
-123.12,34.05,12,7523,1066.0,4584,382,2.4438,247788,<1H OCEAN
-117.33,36.22,35,4209,585.0,3853,1785,2.5334,187906,<1H OCEAN
-118.01,41.71,11,3526,,2029,1574,5.0673,300489,<1H OCEAN
-115.53,34.95,46,2418,528.0,748,553,5.4896,302445,NEAR OCEAN
-116.95,38.74,50,6047,1486.0,1362,979,5.7338,355917,<1H OCEAN
-116.27,35.59,21,2417,428.0,3012,785,0.5,83592,<1H OCEAN
-121.48,39.85,21,6083,950.0,2988,1747,7.1611,439097,<1H OCEAN
-122.53,33.74,5,5167,,4837,313,1.9525,252961,<1H OCEAN
-116.79,41.71,48,2569,417.0,2350,1365,1.3611,172947,INLAND
-116.23,36.81,20,3838,609.0,3247,128,5.439,249096,NEAR OCEAN
-114.39,34.74,37,2703,406.0,176,226,8.2166,497881,<1H OCEAN
-120.17,33.2,3,1143,156.0,1241,511,6.3453,347440,INLAND
-120.58,34.11,44,5922,908.0,2689,907,3.9806,252301,<1H OCEAN
-116.54,37.44,33,3037,504.0,4439,1279,4.9028,246499,<1H OCEAN
-120.89,35.7,9,2860,593.0,3966,644,1.0991,160575,NEAR BAY
-114.99,40.37,9,7522,963.0,1416,647,1.0929,69515,<1H OCEAN
-115.72,36.59,4,3136,462.0,1069,1418,10.2632,487700,INLAND
-120.01,34.86,35,4644,1045.0,4129,397,2.9978,204411,<1H OCEAN
-116.79,38.36,17,7818,1087.0,4564,599,1.9441,155792,INLAND
-116.75,39.21,34,4147,682.0,4589,619,1.319,130400,NEAR OCEAN
-123.27,34.09,24,1876,435.0,734,1128,5.1402,374624,NEAR OCEAN
-115.27,34.09,32,1396,195.0,3679,1095,4.9535,318856,NEAR OCEAN
-119.25,32.85,1,4305,562.0,2937,451,3.893,285923,INLAND
-116.04,39.5,8,2987,546.0,1512,865,5.2404,289521,<1H OCEAN
-121.1,38.81,45,7632,1215.0,4136,1234,4.1862,252090,INLAND
-115.34,37.01,23,1661,320.0,2311,574,2.4192,112546,INLAND
-120.41,40.52,47,3518,789.0,4230,100,0.7114,160459,<1H OCEAN
-124.19,40.15,40,866,119.0,2891,1621,6.95,425084,<1H OCEAN
-115.25,38.06,12,6889,1346.0,1817,1158,5.0679,268909,NEAR OCEAN
-123.39,40.75,12,5818,1080.0,4230,1253,5.4193,303407,INLAND
-121.11,34.46,46,2376,329.0,3610,1154,5.706,344720,<1H OCEAN
-114.8,33.56,47,3943,793.0,2162,797,4.0246,244640,NEAR OCEAN
-114.79,35.06,15,800,124.0,4808,336,2.8184,190395,<1H OCEAN
-118.57,33.04,41,2852,523.0,676,1639,6.9707,418817,<1H OCEAN
-117.98,37.55,19,4622,604.0,4209,1736,2.9346,188426,INLAND
-119.82,41.4,26,4024,723.0,3464,406,3.4142,233487,<1H OCEAN
-121.37,32.87,52,4106,656.0,1425,684,2.2395,266561,INLAND
-121.01,33.66,29,1179,267.0,1231,707,5.8272,313848,<1H OCEAN
-117.57,36.8,22,2651,337.0,540,428,2.6906,198224,<1H OCEAN
-116.78,41.37,40,828,144.0,3779,250,4.4655,255036,<1H OCEAN
-116.38,35.5,21,1829,328.0,3584,1648,3.0675,222078,NEAR BAY
-116.4,37.32,51,7978,1709.0,3346,211,0.9036,118767,<1H OCEAN
-123.39,32.89,38,3896,758.0,1990,336,5.788,342332,<1H OCEAN
-119.36,33.91,20,3630,750.0,4458,551,4.6699,276134,<1H OCEAN
-123.72,41.87,29,3874,856.0,1932,1449,2.5176,139379,<1H OCEAN
-118.8,41.67,51,4129,958.0,4958,1043,3.932,275154,<1H OCEAN
-119.88,32.55,4,2965,476.0,3037,33,5.9494,362993,<1H OCEAN
-115.42,41.54,7,7384,1402.0,3209,892,8.9016,500001,INLAND
-120.79,38.57,28,4569,1047.0,4825,877,3.6577,260487,INLAND
-123.13,40.75,28,4980,1238.0,4580,833,3.2109,282343,NEAR OCEAN
-122.87,36.82,4,315,74.0,731,1334,3.5708,248802,INLAND
-116.68,37.4,22,5156,867.0,1123,244,2.2794,85163,INLAND
-118.12,37.14,12,2203,320.0,2437,1001,3.4635,223759,<1H OCEAN
-123.29,38.84,45,892,163.0,2444,1663,2.126,184171,INLAND
-123.46,33.83,3,3362,727.0,2743,1473,2.3712,176154,INLAND
-117.29,32.78,22,1305,240.0,1420,130,1.6131,165802,<1H OCEAN
-123.57,35.43,44,6667,1218.0,4794,992,2.9988,269559,NEAR OCEAN
-116.08,39.19,2,3208,734.0,4390,1574,3.1349,205909,<1H OCEAN
-117.24,34.42,24,2361,394.0,2206,602,4.1907,249147,<1H OCEAN
-123.49,38.9,34,6088,1411.0,2630,1362,1.045,149147,<1H OCEAN
-123.45,41.71,27,7425,1283.0,4441,687,5.1395,312914,NEAR OCEAN
-114.43,33.39,41,353,57.0,2209,968,2.6055,191628,INLAND
-120.56,38.89,1,6196,1109.0,3298,1563,0.5,77794,NEAR OCEAN
-120.59,36.72,8,5723,1254.0,3781,1116,4.7112,282052,<1H OCEAN
-116.17,40.75,23,3899,531.0,3879,1686,2.2438,139195,INLAND
-114.83,34.18,38,5585,812.0,1677,255,8.8122,471149,<1H OCEAN
-114.44,39.08,6,4610,1123.0,3522,134,1.3345,108501,NEAR OCEAN
-116.77,40.46,22,3986,569.0,77,801,3.8282,277157,<1H OCEAN
-120.54,41.47,25,1264,244.0,2035,1478,1.4903,192138,<1H OCEAN
-123.46,38.99,18,4400,859.0,4203,1308,0.5,99442,<1H OCEAN
-116.53,37.22,17,6220,1142.0,1571,458,10.6422,500001,NEAR OCEAN
-118.72,38.37,12,2113,430.0,346,463,2.6385,181533,INLAND
-120.06,40.75,6,1416,212.0,2231,1260,1.8493,188434,<1H OCEAN
-115.24,37.92,26,5720,1097.0,3452,1081,4.7648,299299,INLAND
-123.19,32.79,27,7645,,2346,711,3.6291,305244,NEAR BAY
-119.37,41.34,8,2601,535.0,2647,1389,0.5,109882,NEAR OCEAN
-124.19,39.05,19,7359,1018.0,951,617,1.5745,205878,INLAND
-119.61,38.93,42,1972,382.0,1148,1681,1.5894,169010,<1H OCEAN
-123.74,34.55,1,2160,311.0,1727,1122,0.8941,139030,<1H OCEAN
-123.11,38.76,29,2980,465.0,2931,895,2.2566,203561,NEAR BAY
-123.12,36.24,45,5899,875.0,4916,775,2.7272,214539,<1H OCEAN
-117.81,38.69,49,5004,719.0,1428,1566,5.6415,335365,<1H OCEAN
-116.84,33.51,35,7623,1733.0,1298,1220,3.2471,213492,INLAND
-118.47,38.75,40,4946,777.0,3785,893,0.7078,112788,NEAR OCEAN
-114.68,41.99,14,3071,738.0,4291,1783,1.7559,151466,<1H OCEAN
-120.55,32.96,35,5242,1290.0,1314,397,4.5784,314950,INLAND
-121.44,41.78,48,860,167.0,1957,280,3.3954,349345,NEAR OCEAN
-115.61,36.37,45,6442,892.0,1108,888,2.1293,140277,<1H OCEAN
-122.06,40.77,20,2835,478.0,2799,885,0.6385,223210,<1H OCEAN
-114.67,39.93,49,2529,565.0,2098,1739,9.5306,480053,ISLAND
-124.18,37.89,13,4154,696.0,4298,1223,11.2474,500001,NEAR BAY
-114.6,39.52,38,2650,347.0,2526,1143,3.8775,226540,NEAR OCEAN
-123.87,40.85,49,1332,256.0,4066,590,2.5463,178753,INLAND
-115.39,36.34,46,899,206.0,4653,1499,1.8568,141262,<1H OCEAN
-119.02,35.61,49,6542,1461.0,3247,323,3.4989,234346,NEAR OCEAN
-114.37,38.84,8,7670,1095.0,4636,948,7.2021,393036,<1H OCEAN
-123.56,40.17,43,2238,464.0,3603,1203,2.8258,209849,NEAR OCEAN
-118.76,39.74,20,6670,991.0,4490,1185,1.5648,133640,NEAR OCEAN
-114.61,40.08,33,6497,963.0,1811,462,8.9098,479840,INLAND
-119.07,36.64,26,4847,1132.0,270,88,1.3762,115825,NEAR OCEAN
-118.01,40.27,39,4700,716.0,4868,998,1.8851,99736,NEAR OCEAN
-117.34,33.64,21,4757,733.0,4673,865,3.6667,236214,<1H OCEAN
-119.75,37.67,49,2379,285.0,2938,228,1.4455,183326,INLAND
-118.02,32.55,42,3038,708.0,1714,244,4.6362,299424,<1H OCEAN
-118.46,35.58,43,1073,239.0,4036,927,2.396,186124,INLAND
-115.29,35.98,41,283,57.0,4626,1614,0.8172,133748,<1H OCEAN
-123.85,36.26,9,1622,352.0,3027,501,4.7243,337685,<1H OCEAN
-121.49,39.11,24,7097,991.0,1921,1797,13.7329,500001,NEAR OCEAN
-114.8,36.19,37,2875,516.0,1512,276,4.1293,251536,NEAR BAY
-115.4,36.76,49,3380,559.0,394,411,8.8043,464644,<1H OCEAN
-119.74,34.76,41,4516,596.0,94,1020,7.0056,398661,INLAND
-118.1,36.05,17,4175,764.0,2118,1292,2.0197,195526,INLAND
-121.53,34.66,24,6896,1652.0,1564,956,2.6408,256312,NEAR BAY
-122.42,33.2,21,1591,199.0,2648,1420,4.8143,347268,INLAND
-119.66,38.23,51,3418,539.0,1051,1221,5.5264,255851,INLAND
-120.77,38.85,39,4407,647.0,1083,589,3.8696,257447,NEAR BAY
-118.46,38.39,41,814,122.0,2090,1104,10.1413,489935,<1H OCEAN
-123.52,36.9,39,5877,1399.0,323,1663,7.0962,417640,NEAR OCEAN
-114.56,36.11,13,3171,573.0,2697,1781,3.8939,195387,NEAR OCEAN
-114.44,40.7,11,3765,680.0,1829,718,4.3893,273302,NEAR BAY
-117.32,37.43,46,3776,826.0,4526,409,0.5,122161,<1H OCEAN
-118.94,37.05,19,4770,668.0,528,503,4.9961,300835,<1H OCEAN
-121.2,32.74,11,7179,1316.0,565,1133,4.6375,302500,NEAR OCEAN
-116.16,35.74,13,6209,1092.0,4336,726,1.8247,152633,<1H OCEAN
-117.45,36.11,46,470,92.0,1241,1420,1.2366,179478,INLAND
-122.67,36.29,45,4266,1066.0,2718,1514,1.2346,232851,<1H OCEAN
-115.19,38.01,1,2668,587.0,1461,940,6.9291,328833,<1H OCEAN
-116.07,37.57,40,6216,1067.0,3330,1592,0.6075,45687,<1H OCEAN
-114.8,38.28,44,7050,1604.0,321,1505,2.0145,97959,INLAND
-117.04,39.77,19,1590,226.0,192,1517,0.7779,66063,<1H OCEAN
-118.17,40.22,12,7647,947.0,3382,989,1.3595,139781,INLAND
-120.12,39.32,8,3554,520.0,837,507,1.4715,141600,INLAND
-114.97,41.58,8,4335,712.0,1731,1033,0.5,56019,INLAND
-115.64,32.67,45,6278,1170.0,672,955,2.8067,217855,INLAND
-123.85,34.36,12,6532,1306.0,3891,1473,1.2095,162961,<1H OCEAN
-124.04,32.57,48,7531,1795.0,3726,736,5.3051,276930,<1H OCEAN
-120.54,38.65,33,5289,985.0,2622,1267,7.5697,471063,<1H OCEAN
-116.19,41.03,45,6308,1168.0,3310,1422,3.9352,254291,INLAND
-114.43,34.81,26,3807,481.0,4762,883,2.8107,199832,INLAND
-122.8,41.31,39,2783,346.0,116,1167,6.5428,400645,INLAND
-118.36,33.07,28,4273,818.0,4336,1046,1.0564,114246,<1H OCEAN
-120.49,41.38,5,3275,579.0,4666,783,2.4052,148813,INLAND
-114.6,35.84,8,4106,940.0,1190,532,1.0744,132214,<1H OCEAN
-115.88,33.46,25,489,68.0,2364,1689,2.5954,147892,NEAR OCEAN
-115.92,37.12,27,2680,330.0,2582,846,5.8844,299865,<1H OCEAN
-119.61,34.94,46,6814,1215.0,3630,617,3.9845,237026,NEAR BAY
-120.15,35.21,23,3452,520.0,1237,1364,2.1227,242165,INLAND
-121.57,35.42,30,7615,962.0,4521,1522,3.1134,264936,<1H OCEAN
-123.74,40.13,45,6971,1493.0,4798,737,1.2055,177259,<1H OCEAN
-115.65,37.62,47,478,64.0,3389,1097,1.6122,132237,<1H OCEAN
-116.17,35.46,23,3124,621.0,598,1468,2.8679,166144,<1H OCEAN
-114.3,38.3,49,780,122.0,4137,1751,11.7041,500001,<1H OCEAN
-114.33,39.3,47,5158,735.0,122,1299,8.6415,427302,INLAND
-118.75,35.09,20,453,76.0,248,1137,1.3528,133936,<1H OCEAN
-116.61,36.43,18,4476,1003.0,3251,236,1.2241,136610,NEAR OCEAN
-114.85,33.66,18,4976,850.0,1831,180,3.3028,192901,<1H OCEAN
-115.8,34.22,2,1024,222.0,621,697,1.8964,130918,NEAR OCEAN
-121.83,38.97,4,7876,1073.0,840,557,1.1553,193758,INLAND
-119.79,34.22,30,4032,888.0,1688,194,3.6381,214622,<1H OCEAN
-123.01,37.49,33,899,135.0,1881,946,0.6546,105753,<1H OCEAN
-114.76,39.24,36,6909,1437.0,1905,1198,4.8598,306535,<1H OCEAN
-118.24,33.52,18,5645,1092.0,1224,1039,0.5,78147,<1H OCEAN
-122.01,37.89,37,1580,380.0,3790,66,7.7094,500001,INLAND
-117.58,34.94,19,4096,697.0,3327,362,3.8041,218861,INLAND
-118.12,41.65,47,1873,240.0,228,432,1.7025,137844,NEAR OCEAN
-120.72,37.09,28,2927,358.0,2294,443,9.7198,500001,INLAND
-123.16,40.16,40,6734,1531.0,4136,74,6.582,391028,NEAR BAY
-117.58,37.73,20,5934,1116.0,784,1455,4.5542,278036,NEAR BAY
-119.1,32.91,49,6253,1380.0,848,235,4.3904,318575,NEAR OCEAN
-116.58,38.51,33,3356,504.0,837,91,0.9022,79373,INLAND
-119.1,41.54,12,3588,591.0,2845,449,3.6422,229176,<1H OCEAN
-115.78,38.22,51,4507,558.0,4354,897,6.1669,357517,<1H OCEAN
-118.78,40.28,15,5834,1429.0,4638,1521,4.5271,324183,INLAND
-118.69,40.9,41,583,120.0,3134,849,5.0374,264216,<1H OCEAN
-115.53,34.67,39,6010,1450.0,2968,48,3.1403,150369,<1H OCEAN
-120.27,34.51,2,541,83.0,781,394,5.1118,324957,INLAND
-122.96,38.3,29,6134,1223.0,1179,1353,5.3422,353813,<1H OCEAN
-124.01,36.4,41,2187,455.0,3496,1060,1.1413,162197,INLAND
-116.75,40.48,10,4259,686.0,1655,457,3.1177,220723,<1H OCEAN
-118.1,41.05,2,5139,1183.0,3828,1170,2.2921,172737,INLAND
-117.26,35.86,51,3309,804.0,2795,609,6.1382,373827,NEAR OCEAN
-122.17,34.75,11,4282,1006.0,3220,1560,0.8984,188202,<1H OCEAN
-122.94,39.91,13,5830,1259.0,4739,575,0.6089,151067,INLAND
-124.15,35.11,10,4715,735.0,2983,1759,4.8294,268470,NEAR OCEAN
-120.79,40.31,14,2998,469.0,1265,354,0.5725,132371,<1H OCEAN
-118.4,36.53,18,3440,843.0,374,84,3.2364,174412,<1H OCEAN
-120.38,38.84,51,2188,265.0,1900,807,8.8569,462337,<1H OCEAN
-119.93,33.41,9,6228,1327.0,1540,1021,3.1839,283418,INLAND
-115.26,38.43,39,3614,765.0,943,71,0.5,27143,INLAND
-120.82,36.79,28,2049,411.0,1440,1350,0.5,124807,<1H OCEAN
-119.16,38.07,3,505,125.0,3439,260,1.0065,149171,INLAND
-116.46,34.1,20,3813,612.0,4289,482,3.0477,266722,<1H OCEAN
-120.33,39.5,6,2949,484.0,4529,423,1.2477,157638,NEAR OCEAN
-118.08,40.7,27,5164,672.0,2313,1575,0.7615,111781,<1H OCEAN
-115.68,34.56,2,6880,1221.0,3482,1411,7.6341,405216,NEAR OCEAN
-114.8,33.41,29,1335,205.0,2421,1497,1.8637,173876,<1H OCEAN
-122.83,32.72,38,5730,943.0,3136,1181,4.8477,353064,INLAND
-115.03,38.6,3,405,92.0,4362,720,1.0514,88880,INLAND
-119.38,38.27,16,7552,1824.0,1565,1458,1.1108,164887,INLAND
-121.72,37.69,30,7749,1116.0,2967,421,8.5498,500001,<1H OCEAN
-119.71,34.7,40,4791,806.0,2402,1246,1.975,126512,NEAR OCEAN
-114.5,36.21,2,3650,878.0,1217,633,2.5925,126449,<1H OCEAN
-119.37,38.15,17,7414,949.0,160,910,0.5,97790,INLAND
-121.01,37.22,41,6205,819.0,4377,1796,6.5781,414482,INLAND
-117.97,41.88,12,4011,566.0,3705,1131,3.2791,246049,NEAR OCEAN
-121.9,33.8,35,3822,754.0,3843,114,11.1208,500001,INLAND
-123.54,39.1,43,3799,530.0,1805,1083,2.5003,213964,<1H OCEAN
-123.01,36.34,1,2751,676.0,1627,1778,4.324,339552,INLAND
-123.02,36.57,45,5341,951.0,1346,78,4.8001,330644,INLAND
-122.78,39.32,15,4508,834.0,3824,1198,3.4545,241007,NEAR BAY
-122.91,39.08,26,509,77.0,2270,98,2.4806,184907,NEAR OCEAN
-117.89,41.92,37,2908,527.0,1022,1111,5.3916,350336,INLAND
-122.48,33.72,21,2191,451.0,1080,726,4.0873,257922,<1H OCEAN
-120.84,33.49,49,7096,1544.0,2643,1627,1.6854,179265,NEAR OCEAN
-115.33,39.38,31,471,102.0,4042,508,6.9422,461409,INLAND
-119.56,37.99,25,3842,749.0,4663,849,5.2358,332992,NEAR BAY
-117.62,35.1,23,4286,1018.0,963,1498,2.475,172999,<1H OCEAN
-122.58,33.25,24,2022,457.0,2231,1349,3.511,242397,<1H OCEAN
-122.38,33.31,38,7281,1590.0,3247,1731,4.6203,405130,<1H OCEAN
-123.89,40.99,28,3473,441.0,1512,1224,3.9305,305190,INLAND
-122.61,34.32,21,6375,770.0,2428,1628,10.545,500001,NEAR BAY
-121.51,35.57,43,4738,699.0,3504,176,2.6092,258068,<1H OCEAN
-122.53,34.65,18,6505,1341.0,3603,1537,3.4803,311813,INLAND
-123.41,35.87,36,7110,1233.0,1357,1359,10.5369,500001,INLAND
-123.09,33.16,35,4549,783.0,1239,1726,4.7386,295809,INLAND
-119.69,37.43,45,720,169.0,737,1706,4.9047,334718,<1H OCEAN
-122.24,33.14,9,1176,278.0,4711,1045,4.0942,343686,NEAR OCEAN
-120.66,40.1,38,3922,934.0,1257,638,1.7817,199937,<1H OCEAN
-119.27,34.72,30,3751,603.0,1944,475,2.8304,203948,INLAND
-117.4,37.63,44,4305,903.0,4972,250,1.5002,148149,<1H OCEAN
-123.91,40.86,34,2973,461.0,1861,1608,6.1881,369576,INLAND
-116.31,38.68,32,2752,398.0,3233,1431,4.7758,274556,NEAR OCEAN
-118.02,37.56,3,3032,436.0,3847,1673,2.2463,172103,<1H OCEAN
-123.48,35.58,3,4107,675.0,1694,1319,3.8045,360512,<1H OCEAN
-115.56,35.66,28,5879,1034.0,4018,124,2.5569,199293,INLAND
-115.09,38.86,44,6779,1545.0,2766,291,3.7537,305461,INLAND
-123.69,41.94,15,5430,736.0,240,926,5.3519,336354,INLAND
-121.53,38.79,41,352,75.0,1385,1124,3.4077,286115,<1H OCEAN
-116.24,37.8,23,5954,1125.0,4853,248,9.1333,440961,<1H OCEAN
-116.82,39.44,40,3164,498.0,3156,1586,1.6324,185826,<1H OCEAN
-122.45,36.92,11,3116,573.0,428,121,1.3055,175040,<1H OCEAN
-122.21,33.07,48,7469,1187.0,4532,156,2.5435,332711,NEAR OCEAN
-120.6,37.84,32,3000,592.0,3879,109,5.9037,337680,<1H OCEAN
-119.45,41.6,36,6152,1085.0,665,1291,4.028,290113,<1H OCEAN
-118.12,34.17,33,5510,778.0,2380,1012,0.6755,53404,<1H OCEAN
-120.61,39.06,24,1952,263.0,1804,1425,0.9283,131276,<1H OCEAN
-119.67,34.41,39,2810,536.0,513,945,9.4494,500001,INLAND
-116.83,37.59,34,4075,967.0,1016,515,3.1678,188937,INLAND
-123.93,33.42,28,1304,214.0,4317,723,6.1724,363872,<1H OCEAN
-121.78,36.78,37,2736,589.0,3208,54,2.8257,285170,<1H OCEAN
-117.17,39.68,7,5190,1067.0,3674,185,5.946,357506,<1H OCEAN
-115.35,35.8,4,5407,1303.0,4988,1570,2.2264,97193,NEAR OCEAN
-119.18,38.82,37,7561,1714.0,739,661,1.4145,126031,INLAND
-118.98,40.06,1,4399,851.0,2672,1583,4.286,307822,<1H OCEAN
-123.23,41.31,1,4054,832.0,2262,1763,9.5204,500001,INLAND
-119.83,34.73,47,7463,1767.0,432,1110,2.1778,223458,INLAND
-118.97,36.29,20,3694,635.0,2306,1658,1.1227,150506,NEAR OCEAN
-121.88,33.95,19,2114,343.0,3860,48,8.5422,500001,NEAR BAY
-121.61,41.93,29,7565,918.0,3553,1437,0.62,195640,<1H OCEAN
-120.53,41.31,10,3272,744.0,1462,1246,1.0305,150107,<1H OCEAN
-124.1,37.63,18,1206,270.0,1633,266,1.0479,203584,<1H OCEAN
-121.08,40.5,28,606,80.0,421,1440,5.2754,379582,NEAR OCEAN
-122.19,37.45,35,5697,1110.0,660,1479,8.2319,500001,NEAR BAY
-121.03,38.42,43,366,65.0,165,306,5.2361,371849,INLAND
-123.1,33.35,47,708,95.0,496,1280,2.4839,237269,<1H OCEAN
-115.39,39.68,31,1861,460.0,1441,774,3.8684,247042,<1H OCEAN
-118.36,33.71,27,6656,984.0,3374,581,4.1201,249743,<1H OCEAN
-117.51,40.35,11,3864,,1390,1376,5.1793,316455,<1H OCEAN
-116.41,39.93,49,3689,727.0,4560,1206,5.02,317115,INLAND
-119.32,39.23,49,5058,1092.0,2989,668,7.76,461770,<1H OCEAN
-123.43,32.84,38,880,109.0,3749,266,1.7972,210775,<1H OCEAN
-118.93,35.38,5,2724,560.0,1123,1027,5.2036,356258,INLAND
-118.43,35.0,8,2320,438.0,4863,84,2.1356,202611,<1H OCEAN
-116.85,35.92,34,5460,728.0,3619,1489,4.7576,297337,<1H OCEAN
-119.98,33.33,48,4877,694.0,3200,713,3.5666,215856,<1H OCEAN
-123.02,41.4,52,4557,883.0,1655,138,1.9552,167943,NEAR OCEAN
-121.46,37.76,12,1563,247.0,4707,1237,2.6487,249150,NEAR OCEAN
-120.67,35.4,38,1531,370.0,2344,1421,1.1073,155608,<1H OCEAN
-117.84,36.27,1,2492,564.0,3712,1251,0.5,133509,INLAND
-118.59,36.75,31,1738,430.0,4532,1424,2.4597,101308,<1H OCEAN
-120.74,38.21,4,3608,554.0,4847,402,11.4166,500001,INLAND
-114.43,37.4,49,7942,1954.0,1033,1002,0.5,74176,INLAND
-118.24,41.23,45,760,133.0,401,1550,10.427,500001,NEAR OCEAN
-121.93,37.22,50,1299,214.0,1774,1652,1.2963,214577,INLAND
-123.28,41.93,5,2103,266.0,2001,230,0.7878,126265,ISLAND
-122.77,40.59,30,374,47.0,1329,878,1.8026,177487,NEAR BAY
-121.84,34.48,24,2356,494.0,1957,538,2.6121,263682,NEAR OCEAN
-122.69,41.34,3,2430,436.0,4898,1375,3.0592,307318,INLAND
-122.43,33.61,11,4487,670.0,1074,304,0.5,185824,<1H OCEAN
-121.45,40.27,45,4360,871.0,595,240,2.2302,260051,<1H OCEAN
-122.57,36.12,4,4120,629.0,4224,533,0.5,157017,<1H OCEAN
-115.33,40.84,26,7306,,2431,1171,3.4928,247065,<1H OCEAN
-123.5,40.75,27,1697,282.0,938,732,8.6023,500001,INLAND
-119.05,40.16,46,4054,920.0,1155,1607,2.7414,219293,INLAND
-120.2,40.01,43,3371,764.0,2599,71,1.0959,123262,NEAR OCEAN
-114.48,35.39,27,1767,321.0,2040,344,1.021,90289,<1H OCEAN
-123.18,33.27,42,7207,1193.0,4048,817,2.671,260746,<1H OCEAN
-120.32,36.33,51,1351,225.0,3825,358,0.5,102968,NEAR OCEAN
-114.61,34.15,50,7819,1757.0,2862,1070,2.4682,130291,<1H OCEAN
-115.64,39.1,6,6233,1013.0,970,312,2.6054,161542,<1H OCEAN
-116.13,35.79,15,568,83.0,4695,972,1.6953,184904,ISLAND
-121.72,41.77,30,5146,674.0,2111,287,6.0549,413606,NEAR OCEAN
-122.59,38.59,42,242,43.0,4537,604,1.7167,221420,<1H OCEAN
-117.61,40.31,37,2107,384.0,3689,603,3.8664,223346,NEAR OCEAN
-115.01,33.76,37,3690,846.0,3215,641,4.0557,264182,INLAND
-118.73,40.69,42,2735,406.0,4485,1072,7.5152,429416,NEAR OCEAN
-118.58,41.27,37,4373,741.0,2694,1582,2.9121,160245,NEAR OCEAN
-121.5,37.13,35,3073,691.0,4902,866,1.5407,217372,<1H OCEAN
-116.61,38.26,23,2024,459.0,1095,452,3.269,160101,INLAND
-122.43,39.77,6,1493,253.0,3606,1519,5.4584,373901,<1H OCEAN
-121.06,34.16,4,4969,892.0,2731,1426,5.4793,363545,<1H OCEAN
-120.05,37.27,18,4996,796.0,3249,787,5.0753,374641,NEAR OCEAN
-119.22,36.29,9,5054,1219.0,988,792,1.8503,172483,INLAND
-121.88,33.89,49,6219,842.0,4993,1134,3.2165,295658,INLAND
-123.15,35.99,29,7071,1706.0,491,1604,3.0334,236754,NEAR OCEAN
-118.19,33.15,13,3586,749.0,2600,1601,5.9402,366219,NEAR BAY
-121.41,32.75,47,3172,599.0,4275,453,0.9721,155478,NEAR OCEAN
-118.49,33.78,52,4122,512.0,646,458,5.0161,331893,INLAND
-122.76,41.65,17,5197,944.0,1555,1441,3.6671,274555,<1H OCEAN
-119.49,37.72,45,7232,1251.0,911,1762,14.3391,500001,<1H OCEAN
-118.97,41.68,32,1192,168.0,2690,1723,5.9812,331644,<1H OCEAN
-123.78,36.61,48,5487,1126.0,3781,233,1.3612,106722,<1H OCEAN
-120.93,35.46,22,2586,636.0,1601,225,2.9528,180162,INLAND
-122.96,37.31,4,2440,471.0,3286,757,3.9648,292470,INLAND
-123.67,36.68,5,1676,356.0,1786,314,1.909,180065,NEAR BAY
-114.4,33.5,37,6626,854.0,1499,225,1.9577,153232,INLAND
-121.08,38.59,41,3607,628.0,314,336,6.2064,394788,INLAND
-116.2,34.55,49,589,79.0,2709,1717,1.8236,213998,<1H OCEAN
-121.75,38.39,13,1199,239.0,2771,43,10.7764,500001,<1H OCEAN
-117.48,38.68,34,4820,1166.0,1512,1199,2.6532,145274,<1H OCEAN
-116.7,33.94,45,7607,1567.0,4302,1110,0.5,52712,NEAR OCEAN
-118.34,33.08,22,2055,267.0,1495,752,2.3711,178897,<1H OCEAN
-119.58,39.92,23,5802,963.0,2348,809,2.4219,179782,INLAND
